negative talks,positive talks,Negative length,Vote(Yes/No)
0,0,0,0
10,0,140,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,28,0
0,0,0,0
9,0,138,1
0,0,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
2,0,28,0
10,0,140,1
10,0,140,1
2,0,28,0
2,0,28,0
0,0,0,0
0,0,0,0
2,0,28,0
8,0,112,1
0,1,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
9,0,138,1
0,0,0,0
1,0,14,0
0,1,0,0
0,1,0,0
0,0,0,0
0,0,0,0
8,0,112,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
6,0,84,1
9,0,138,1
1,0,14,1
1,0,14,1
1,0,14,0
0,0,0,0
10,0,140,1
10,0,140,1
0,0,0,0
0,0,0,0
0,0,0,0
10,0,140,1
9,0,126,1
0,0,0,0
1,0,14,0
0,0,0,0
0,0,0,0
9,0,126,1
0,0,0,0
0,1,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
1,0,14,1
1,0,14,1
0,0,0,0
0,0,0,1
0,0,0,1
0,1,0,1
0,1,0,0
10,0,140,1
10,0,140,1
0,0,0,0
9,0,138,1
1,0,14,0
1,0,14,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
1,0,14,1
1,0,14,1
3,0,42,0
3,0,42,0
1,0,14,0
1,0,14,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
0,1,0,0
9,0,138,1
0,0,0,0
9,0,138,1
2,0,28,0
2,0,28,0
0,0,0,0
0,0,0,0
0,1,0,1
0,0,0,0
0,1,0,0
0,0,0,0
10,0,140,1
0,0,0,0
0,0,0,0
1,0,14,1
10,0,140,1
9,0,126,1
3,0,42,0
9,0,138,1
1,0,14,1
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
9,0,138,1
0,0,0,0
0,0,0,0
0,1,0,0
0,1,0,0
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
9,0,126,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
0,0,0,0
0,1,0,0
1,0,14,1
0,0,0,0
1,0,14,1
0,0,0,0
10,0,140,1
10,0,140,1
0,0,0,0
0,0,0,0
1,0,14,1
0,0,0,0
9,0,138,1
9,0,126,1
9,0,126,1
9,0,138,1
9,0,138,1
9,0,138,1
0,0,0,0
9,0,138,1
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
1,0,14,0
0,1,0,0
0,1,0,0
1,0,14,0
0,0,0,0
1,0,14,0
0,0,0,0
1,0,14,1
9,0,138,1
9,0,138,1
0,0,0,0
0,0,0,0
9,0,138,1
9,0,126,1
10,0,140,1
9,0,138,1
0,0,0,0
0,0,0,0
1,0,14,1
0,0,0,0
9,0,138,1
0,0,0,0
0,0,0,0
9,0,138,1
9,0,138,1
0,0,0,0
10,0,140,1
10,0,140,1
10,0,140,1
10,0,140,1
0,1,0,0
0,1,0,0
0,0,0,0
9,0,138,1
0,0,0,0
10,0,140,1
0,0,0,0
0,0,0,0
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
2,0,28,0
10,0,140,1
10,0,140,1
9,0,138,1
0,0,0,0
9,0,138,1
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,14,1
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,14,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
9,0,138,1
0,1,0,0
0,1,0,0
1,0,14,0
1,0,14,0
0,1,0,0
1,0,14,0
0,0,0,0
9,0,138,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,14,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,14,0
1,0,14,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
9,0,126,1
0,1,0,0
0,0,0,0
0,0,0,0
9,0,138,1
9,0,138,1
9,0,138,1
0,0,0,0
10,0,140,1
10,0,140,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,0,0,0
0,0,0,0
3,0,42,0
3,0,42,0
0,0,0,0
0,0,0,0
1,0,14,0
9,0,138,1
1,0,14,1
0,0,0,0
0,0,0,0
0,1,0,0
9,0,138,1
9,0,138,1
0,1,0,0
0,1,0,0
1,0,14,1
0,0,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,0,138,1
0,0,0,0
1,0,14,1
